row_id,top1,top2,top3,delta_CO2_1,delta_CO2_2,delta_CO2_3,score_1,score_2,score_3
21866,insulation_wall,insulation_roof,windows,163.332484091935,74.1613909648031,45.9475877586001,163.332484091935,74.1613909648031,45.9475877586001
21867,insulation_wall,windows,insulation_roof,413.438045716051,182.700717601056,142.445615510962,413.438045716051,182.700717601056,142.445615510962
21868,insulation_roof,insulation_wall,windows,97.5029060844236,66.443666722641,54.895006364507,97.5029060844236,66.443666722641,54.895006364507
21869,insulation_wall,windows,insulation_roof,433.379791535513,221.425621761193,15.6349132429277,433.379791535513,221.425621761193,15.6349132429277
21870,insulation_wall,insulation_roof,windows,251.125523383469,124.789978829991,59.4483093328963,251.125523383469,124.789978829991,59.4483093328963
21871,insulation_wall,windows,insulation_roof,250.485255112284,138.677135595736,8.41451753001365,250.485255112284,138.677135595736,8.41451753001365
21872,insulation_wall,windows,insulation_roof,451.92737673662,137.335725368135,85.8534263917054,451.92737673662,137.335725368135,85.8534263917054
21873,insulation_wall,windows,insulation_roof,330.616635888152,311.950234702369,105.422399685671,330.616635888152,311.950234702369,105.422399685671
21874,windows,insulation_roof,insulation_wall,89.746318080458,84.6906765274644,50.2269885122769,89.746318080458,84.6906765274644,50.2269885122769
21875,insulation_wall,insulation_roof,windows,120.14424862847,35.0245661250397,25.0884704123405,120.14424862847,35.0245661250397,25.0884704123405
21876,insulation_wall,insulation_roof,windows,406.958677473973,135.98731760243,75.225162051358,406.958677473973,135.98731760243,75.225162051358
21877,insulation_wall,windows,insulation_roof,220.295370249051,37.8186799699997,0,220.295370249051,37.8186799699997,0
21878,insulation_wall,insulation_roof,windows,454.969688114849,96.7614017676997,96.2590727731258,454.969688114849,96.7614017676997,96.2590727731258
21879,insulation_wall,windows,insulation_roof,317.160888924838,98.4284930674376,11.2259968935241,317.160888924838,98.4284930674376,11.2259968935241
21880,insulation_wall,windows,insulation_roof,241.039945760038,221.491977102356,153.306883854828,241.039945760038,221.491977102356,153.306883854828
21881,insulation_wall,insulation_roof,windows,487.69827336171,447.655185969774,380.141481661447,487.69827336171,447.655185969774,380.141481661447
21882,insulation_wall,insulation_roof,windows,307.743918057469,154.467555420652,121.950516566443,307.743918057469,154.467555420652,121.950516566443
21883,insulation_wall,windows,insulation_roof,137.337601350109,128.019171905308,84.6065524710975,137.337601350109,128.019171905308,84.6065524710975
21884,insulation_wall,windows,insulation_roof,217.1601128804,104.929526489531,86.3234409823754,217.1601128804,104.929526489531,86.3234409823754
21885,insulation_wall,windows,insulation_roof,565.442976524544,128.965944480939,66.8029245480047,565.442976524544,128.965944480939,66.8029245480047
21886,insulation_wall,windows,insulation_roof,238.589755845837,90.6335642163781,4.77301339182895,238.589755845837,90.6335642163781,4.77301339182895
21887,insulation_wall,windows,insulation_roof,270.051443273029,68.2741665723406,59.5277824327304,270.051443273029,68.2741665723406,59.5277824327304
21888,windows,insulation_wall,insulation_roof,80.277452989405,44.4921961696891,38.3589721865828,80.277452989405,44.4921961696891,38.3589721865828
21889,insulation_wall,insulation_roof,windows,218.321026525093,140.535524773962,66.566358905191,218.321026525093,140.535524773962,66.566358905191
21890,windows,insulation_wall,insulation_roof,158.105750218313,61.8168304410201,2.1179181876696,158.105750218313,61.8168304410201,2.1179181876696
21891,insulation_wall,insulation_roof,windows,579.545520951531,290.547025062864,17.0066105154056,579.545520951531,290.547025062864,17.0066105154056
21892,insulation_wall,windows,insulation_roof,329.028725656139,217.798334014291,68.6530369583179,329.028725656139,217.798334014291,68.6530369583179
21893,insulation_wall,windows,insulation_roof,189.583288875062,26.9147388574229,0,189.583288875062,26.9147388574229,0
21894,windows,insulation_wall,insulation_roof,338.359723221398,276.867690247947,157.808087470818,338.359723221398,276.867690247947,157.808087470818
21895,insulation_wall,windows,insulation_roof,253.475265369801,204.833417942946,144.911005696707,253.475265369801,204.833417942946,144.911005696707
21896,insulation_wall,windows,insulation_roof,484.018544418177,199.134119286637,151.831619946423,484.018544418177,199.134119286637,151.831619946423
21897,insulation_wall,insulation_roof,windows,310.797109174038,185.133782317445,165.354673895472,310.797109174038,185.133782317445,165.354673895472
21898,insulation_roof,windows,insulation_wall,345.856990534923,228.718026624383,208.415061901962,345.856990534923,228.718026624383,208.415061901962
21899,insulation_wall,windows,insulation_roof,89.562623442207,45.6529118127219,0,89.562623442207,45.6529118127219,0
21900,insulation_wall,windows,insulation_roof,432.062365672268,198.594977742544,0,432.062365672268,198.594977742544,0
21901,insulation_wall,windows,insulation_roof,65.280115351407,29.1369755743021,16.6624658117803,65.280115351407,29.1369755743021,16.6624658117803
21902,insulation_wall,insulation_roof,windows,57.4771751368644,42.9340330211999,14.8151575445581,57.4771751368644,42.9340330211999,14.8151575445581
21903,insulation_wall,windows,insulation_roof,73.5466498357546,36.8370610391653,28.8627903243405,73.5466498357546,36.8370610391653,28.8627903243405
21904,insulation_roof,windows,insulation_wall,48.247600977154,42.7360475650435,18.6177494013282,48.247600977154,42.7360475650435,18.6177494013282
21905,insulation_roof,insulation_wall,windows,123.465315339958,118.158703464723,0,123.465315339958,118.158703464723,0
21906,insulation_roof,insulation_wall,windows,19.2427995412113,0,0,19.2427995412113,0,0
21907,insulation_roof,insulation_wall,windows,73.697002697274,71.1251804470649,12.321619519927,73.697002697274,71.1251804470649,12.321619519927
21908,insulation_wall,insulation_roof,windows,70.5207684706702,1.36424205265939e-12,0,70.5207684706702,1.36424205265939e-12,0
21909,insulation_wall,insulation_roof,windows,100.182493420445,36.1167471509871,2.5473822325348,100.182493420445,36.1167471509871,2.5473822325348
21910,insulation_wall,insulation_roof,windows,178.306517343067,13.3086605014842,0,178.306517343067,13.3086605014842,0
21911,insulation_wall,insulation_roof,windows,215.582084365742,28.7776741142006,1.95801708326235,215.582084365742,28.7776741142006,1.95801708326235
21912,insulation_wall,windows,insulation_roof,211.420701779814,131.515284169839,64.2165987008475,211.420701779814,131.515284169839,64.2165987008475
21913,insulation_wall,windows,insulation_roof,269.221556408011,75.4469809140628,31.4999063186879,269.221556408011,75.4469809140628,31.4999063186879
21914,insulation_wall,insulation_roof,windows,514.538059961566,154.070698138961,0,514.538059961566,154.070698138961,0
21915,insulation_roof,windows,insulation_wall,58.3892976147913,49.6586111379688,5.47218946748217,58.3892976147913,49.6586111379688,5.47218946748217
21916,insulation_roof,insulation_wall,windows,136.634411752204,78.290948356108,54.6258139345928,136.634411752204,78.290948356108,54.6258139345928
21917,insulation_wall,windows,insulation_roof,72.828105381504,29.1596435320867,3.63797880709171e-12,72.828105381504,29.1596435320867,3.63797880709171e-12
21918,insulation_wall,windows,insulation_roof,189.55901940609,114.326854844554,51.7013035529708,189.55901940609,114.326854844554,51.7013035529708
21919,insulation_wall,windows,insulation_roof,174.137391358004,100.690791412393,1.36424205265939e-12,174.137391358004,100.690791412393,1.36424205265939e-12
21920,insulation_wall,insulation_roof,windows,161.899749427294,100.286123117734,40.9413760312018,161.899749427294,100.286123117734,40.9413760312018
21921,windows,insulation_wall,insulation_roof,39.3406680470066,31.2404246772085,2.21023370613966,39.3406680470066,31.2404246772085,2.21023370613966
21922,insulation_wall,insulation_roof,windows,202.193500706084,178.397286764599,133.304911203401,202.193500706084,178.397286764599,133.304911203401
21923,insulation_wall,windows,insulation_roof,163.808303146011,107.274541524722,35.4779126180847,163.808303146011,107.274541524722,35.4779126180847
21924,insulation_wall,insulation_roof,windows,697.868319160907,302.17667367739,137.885383725668,697.868319160907,302.17667367739,137.885383725668
21925,insulation_wall,insulation_roof,windows,28.0137041365697,25.651971581111,14.2601294486976,28.0137041365697,25.651971581111,14.2601294486976
21926,insulation_wall,insulation_roof,windows,99.2460024272377,13.0814722531104,0,99.2460024272377,13.0814722531104,0
21927,insulation_wall,windows,insulation_roof,168.714428295742,70.9103697115938,1.36424205265939e-12,168.714428295742,70.9103697115938,1.36424205265939e-12
21928,insulation_wall,windows,insulation_roof,246.239802276774,47.6777075753207,0,246.239802276774,47.6777075753207,0
21929,insulation_wall,insulation_roof,windows,231.528076399619,91.9093100976415,0.502623164671604,231.528076399619,91.9093100976415,0.502623164671604
21930,insulation_wall,windows,insulation_roof,55.5292543560004,24.0540743197621,2.72848410531878e-12,55.5292543560004,24.0540743197621,2.72848410531878e-12
21931,insulation_roof,insulation_wall,windows,222.178180438023,118.990340079355,0,222.178180438023,118.990340079355,0
21932,windows,insulation_roof,insulation_wall,52.1273128026487,44.7562982492545,28.4215588483557,52.1273128026487,44.7562982492545,28.4215588483557
21933,insulation_wall,insulation_roof,windows,215.092501132703,95.2976577924355,52.4174430771436,215.092501132703,95.2976577924355,52.4174430771436
21934,windows,insulation_wall,insulation_roof,84.4044522070199,38.015077036288,12.3868375622815,84.4044522070199,38.015077036288,12.3868375622815
21935,insulation_wall,insulation_roof,windows,82.1302877677504,0,0,82.1302877677504,0,0
21936,insulation_roof,windows,insulation_wall,92.8712172859769,66.290090694506,18.9417003308372,92.8712172859769,66.290090694506,18.9417003308372
21937,insulation_roof,windows,insulation_wall,41.9093458820007,41.4450047175114,39.4615754212218,41.9093458820007,41.4450047175114,39.4615754212218
21938,insulation_wall,insulation_roof,windows,184.234202816469,115.841190214873,44.2834431411156,184.234202816469,115.841190214873,44.2834431411156
21939,insulation_wall,windows,insulation_roof,133.241722226725,74.9039773677287,59.9906425699728,133.241722226725,74.9039773677287,59.9906425699728
21940,insulation_wall,windows,insulation_roof,146.226597308019,38.0087893643204,0,146.226597308019,38.0087893643204,0
21941,insulation_roof,insulation_wall,windows,161.623285993384,140.015078977782,33.7477525522318,161.623285993384,140.015078977782,33.7477525522318
21942,insulation_wall,windows,insulation_roof,196.658490345165,25.7304322150599,13.1672182034163,196.658490345165,25.7304322150599,13.1672182034163
21943,insulation_wall,insulation_roof,windows,119.014908948863,32.6950486366063,0,119.014908948863,32.6950486366063,0
21944,insulation_wall,windows,insulation_roof,208.025624435981,114.773999939481,12.8587921536027,208.025624435981,114.773999939481,12.8587921536027
21945,insulation_wall,windows,insulation_roof,56.4526207490103,54.8480819491033,10.1603924061651,56.4526207490103,54.8480819491033,10.1603924061651
21946,insulation_wall,windows,insulation_roof,88.0161430361272,29.8859514318092,2.72848410531878e-12,88.0161430361272,29.8859514318092,2.72848410531878e-12
21947,insulation_wall,windows,insulation_roof,130.111963399851,10.510937132543,0,130.111963399851,10.510937132543,0
21948,insulation_wall,windows,insulation_roof,132.25190651821,53.8009823646726,11.8910570837511,132.25190651821,53.8009823646726,11.8910570837511
21949,insulation_wall,insulation_roof,windows,163.363540688234,120.915355431283,9.0885204636561,163.363540688234,120.915355431283,9.0885204636561
21950,windows,insulation_wall,insulation_roof,48.459168847302,16.336546565778,1.81898940354586e-12,48.459168847302,16.336546565778,1.81898940354586e-12
21951,insulation_wall,insulation_roof,windows,163.2248001087,39.6521016156357,33.8122929978608,163.2248001087,39.6521016156357,33.8122929978608
21952,windows,insulation_wall,insulation_roof,44.959131184442,42.2880099115273,5.00222085975111e-12,44.959131184442,42.2880099115273,5.00222085975111e-12
21953,insulation_wall,insulation_roof,windows,201.147078793868,49.7825872386875,36.5640569337484,201.147078793868,49.7825872386875,36.5640569337484
21954,insulation_wall,windows,insulation_roof,44.7178402513746,1.88306678394861,0.709999657730577,44.7178402513746,1.88306678394861,0.709999657730577
21955,insulation_wall,insulation_roof,windows,57.6765919029522,33.5208808056016,28.0202188340222,57.6765919029522,33.5208808056016,28.0202188340222
21956,insulation_wall,insulation_roof,windows,50.7437645715684,3.08569090782771,2.91343571969446,50.7437645715684,3.08569090782771,2.91343571969446
21957,insulation_wall,windows,insulation_roof,27.1788444636413,5.28600305505506,0,27.1788444636413,5.28600305505506,0
21958,insulation_wall,windows,insulation_roof,35.7475384092454,31.069669920576,15.9983330599998,35.7475384092454,31.069669920576,15.9983330599998
21959,insulation_wall,insulation_roof,windows,66.8771294868634,6.97116977946143,0.72970037037976,66.8771294868634,6.97116977946143,0.72970037037976
21960,insulation_wall,insulation_roof,windows,611.567640565648,255.292470129918,0,611.567640565648,255.292470129918,0
21961,insulation_wall,windows,insulation_roof,237.665066030206,66.0761526030028,27.5188271935367,237.665066030206,66.0761526030028,27.5188271935367
