row_id,heating_efficiency,insulation_roof,insulation_wall,windows
1,0,440.695534414112,362.653705697784,381.547242472811
2,0,220.934195141641,614.700604468528,0
3,0,0,634.297578109842,0
4,0,70.7661223540804,190.156859347889,54.2913712818031
5,0,154.467612072463,908.839466876549,27.8277850133836
6,0,713.610642639444,2018.03247158891,103.791476774597
7,0,89.1913292480931,894.888977220127,273.225653166095
8,0,0,0,0
9,0,0,298.173495465592,0
10,0,27.2858039030907,193.753491705914,38.508857247969
11,0,132.662283582282,167.237210776713,169.214595037572
12,0,201.716877132012,482.397610318655,350.397009709115
13,0,0,153.855520270754,0
14,0,106.203741431479,422.79416544472,189.878517304242
15,0,0,142.498628356293,0
16,0,267.614850632214,594.636951276008,166.443332456531
17,0,165.210132535549,179.34113527272,25.9871544720118
18,0,61.3797405374385,17.5918401579384,11.5398480823487
19,0,197.380828691064,791.46507673554,0
20,0,486.082989614241,1314.48249941157,97.6497143635152
21,0,243.641400278269,1449.85863177137,13.7718487875118
22,0,0,0,0
23,0,366.193649882545,769.585500005042,0
24,0,108.352298898365,208.254986000946,65.0697190315386
25,0,570.088955252131,1015.58420586302,296.631917889988
26,0,17.9139225338176,322.922563381455,0
27,0,441.266592001647,643.941338239982,105.081105687732
28,0,0,215.088830758925,0
29,0,911.539212478276,1608.95317553545,579.925758032863
30,0,440.770899033005,645.61845363136,0
31,0,318.099886187138,674.778400568643,23.7110355497607
32,0,0,528.239206926151,0
33,0,0,0,0
34,0,0,50.1710703066306,0
35,0,163.291511185557,164.416927226688,186.346672056397
36,667.115590231406,1444.87131345883,1086.4957903982,1047.54273459375
37,0,0,77.8586604290799,0
38,0,383.743554021645,1024.60936775992,373.01053336006
39,0,252.131200178571,295.064427185658,66.5475317184801
40,0,1.55647996693278,92.1104853289853,14.1390216565951
41,0,0,0,0
42,0,99.7878741442819,0,19.8213573027279
43,0,304.311445002746,715.944984628283,163.702092030955
44,0,0,518.358116618623,0
45,0,171.770763552659,114.887819355447,72.5377195313795
46,0,198.232513918585,161.139756902462,66.1432599529226
47,0,123.482858680319,107.391211766933,30.1586428602668
48,0,382.296462567469,176.608152516945,45.4409135711567
49,0,175.045158166565,388.14267960236,45.1015764794174
50,0,5.80968642952939,417.406672262951,23.310533748574
51,0,714.54213427359,1636.75958738015,0
52,0,78.7558125239566,362.029680487173,69.958690892804
53,0,258.776026330923,536.683825152678,139.125545540047
54,0,201.114315506688,138.823542755869,181.42625472699
55,0,4.3834450830027,334.034550075502,0
56,0,0,15.3404437968147,0
57,0,201.174993152793,396.603242434355,0
58,0,169.905620159382,504.330703790904,0
59,0,0,136.900128110879,158.075505733256
60,0,0,241.130784500833,0
61,0,67.1345667509222,142.9748556964,26.4737247518606
62,0,453.530589922533,483.043658145865,63.3406482610517
63,0,429.522373371849,668.123111891948,8.05731937655492
64,0,400.383238417777,280.159940924379,222.253786748435
65,346.688167966317,485.302503350398,1885.13681541168,294.662135709681
66,0,6.43030560484294,176.935461971531,34.7785541982821
67,0,327.126176194333,639.669178596162,13.312292302503
68,0,368.233313342469,591.04142425954,78.1613150697376
69,0,69.1611565657386,10.1661671622896,0
70,0,167.575223219572,710.539476507453,0
71,0,583.188930395128,1071.28179848434,745.809178919913
72,0,8.27056300017102,229.269354871779,74.1590835099214
73,0,154.809045803406,344.50265406163,244.909160296081
74,0,52.3265855405234,193.606623035518,131.579606031104
75,0,159.37684364274,440.306476335471,54.9985809729833
76,0,155.039421669719,82.7583742375355,0
77,0,0,385.172851521923,0
78,0,0,423.550678366018,0
79,0,194.826340193765,449.861587928405,179.080975143382
80,0,50.3792545795704,218.553772625908,0
81,0,0,186.680677649711,0
82,0,239.620124746058,945.215651799042,122.51776446343
83,0,51.4261800071781,0,2.19583407915252
84,0,61.8980446054175,163.379390708001,34.8375728275041
85,0,124.506389993398,604.522216610692,0
86,0,71.8810409926455,196.030959574906,64.5528026458087
87,0,589.566825820203,632.171411402825,480.836881190918
88,0,23.5772316636767,59.0664749712478,0
89,0,266.255803408164,633.661721888548,71.1918589336337
90,0,439.265424502037,1271.27181661892,65.2014530404777
91,0,24.2769950660659,76.351174746691,0
92,0,296.072081629793,535.626320671862,156.227736266134
93,0,168.766021380894,270.72223306462,0
94,0,137.714819344646,930.885798566569,83.0046233462617
95,0,0,162.28412226314,0
96,0,315.717709198591,26.668781059253,0
97,0,276.385228979602,523.26801923662,135.348504814505
98,0,530.262995697263,1371.43810547197,157.971052485918
99,0,96.1747194192776,326.354980610672,35.7872414305712
100,0,77.5386873896396,173.809431563976,64.3461949630082
101,0,0,538.868555100707,0
102,0,0,546.683850219792,0
103,0,194.052744490717,146.329962341337,1.46804272016107
104,0,400.396988610752,677.167905531634,115.951476035788
105,0,51.8237493069755,0,0
106,0,0,137.84387889456,0
107,0,79.3916070705409,561.40442588419,0
108,0,112.043555531677,399.234605278514,182.963577176066
109,0,132.672661550153,423.5764521791,0
110,0,248.506170117132,308.025800418493,261.834604191276
111,0,48.0044332520374,370.870237600215,0
112,0,0,0,21.0916795237545
113,0,58.8559923886423,0,0
114,0,95.1185317127638,97.2833592635634,27.7469192681924
115,0,471.382800800549,361.372286572832,217.782882121988
116,0,92.8726868582389,623.197750430845,0
117,0,37.7675368895452,442.453818772355,0
118,0,262.518177143939,275.839282917516,34.0137323338695
119,0,350.037552488171,529.60153839654,159.296281255891
120,0,192.199882866067,450.949906207104,0
121,0,332.128344421046,633.238524875454,0
122,0,247.793906162542,695.488079675673,144.306683960182
123,0,0,481.189871358892,0
124,0,1142.58132179309,1769.65762709261,362.447339293001
125,0,102.274672726231,223.575460658452,91.5057753989977
126,0,56.2785294911541,162.468699298547,40.6912046012803
127,0,235.131091892728,1084.61353683977,165.574889445075
128,0,64.3994494289791,191.798973455165,0
129,0,0,130.578354576651,0
130,0,2.30372238745804,79.5530729981588,0
131,0,333.323432405031,545.277173509113,299.715308293106
132,0,172.551426135574,722.457539856929,111.100413212202
133,0,48.5663861263583,842.19199972029,272.76814943768
134,0,146.277689454963,180.563464228671,99.0170547352664
135,0,157.064621536144,45.7185912566829,17.7864607612983
136,0,0,238.737957382606,0
137,0,0,0,0
138,0,134.432179572064,499.784792642188,50.4414902082363
139,0,948.632724463936,1573.77805781937,455.37625646219
140,0,0,87.4368856453511,0
141,0,57.967671927855,101.200652653291,0
142,0,2.82163882356372,38.7382109983096,0
143,0,101.164523000572,516.955858347157,0
144,0,84.5165611744633,53.245872208011,48.8616348931082
145,0,1451.34742960832,1183.07108471587,815.571332510795
146,0,1.83750294144465,250.629174897169,0
147,0,0,136.782775769786,0
148,0,0,715.499992187,0
149,0,60.0951108979934,330.188857901344,0
150,0,110.89729726456,611.336906453484,0
151,0,12.5563950007045,88.3893122484115,0
152,0,38.4630630654256,0,0
153,0,609.117004548127,953.125129089693,188.11094887107
154,0,586.051581684167,1676.27061411039,92.3392117186231
155,0,36.4657564746531,381.016142284526,41.6180225007374
156,0,10.6774623985648,221.984409040824,37.4429183056845
157,0,424.30373912521,735.713645423965,303.10896203778
158,0,84.0109118300179,36.1027954980764,0
159,0,37.5672109523575,73.789946933699,134.063981002676
160,0,0,41.1152721200097,0
161,0,0,120.798810997791,37.8822271557765
162,0,260.141231436781,477.468251435071,53.231249732261
163,0,0,23.5626494428188,0
164,0,111.868131975699,267.967574455,50.414279209037
165,0,148.005472657144,142.605556994446,144.915045408698
166,0,75.7835038781314,20.1694824524275,8.32446985284878
167,0,0,910.245689119374,0
168,0,0,816.163001706273,0
169,0,154.597789249946,206.202094370984,145.804743608241
170,0,0,242.692957814606,0
171,0,399.551470908764,629.075291406138,437.709645892175
172,0,89.5741820146359,682.288179827927,0
173,0,335.743551305518,685.298638539866,176.744720528123
174,0,169.382700177806,58.4681371059824,108.371593828459
175,0,273.189689132933,468.552291567413,107.802159143609
176,0,233.070267172615,428.814101114032,186.605502672526
177,0,108.165451410567,51.4946331922984,47.741121508232
178,0,18.2878498133196,99.5872212209033,48.0997040069451
179,0,0,0,0
180,0,323.591318999115,684.438098384926,0
181,0,331.002648124157,284.27731207391,162.997648874996
182,0,402.647213196074,552.732933118088,264.127589618936
183,0,0,191.020577664603,0
184,0,0,389.295842963605,0
185,0,0,219.285482672253,0
186,0,380.860201320724,1522.41062001197,0
187,0,210.95566271922,565.650783014236,0
188,107.386083189133,916.211577354538,741.749394948369,312.643746322872
189,0,287.37855637971,850.722938366409,26.7127920821386
190,0,519.123033966447,477.294666512176,237.268722678285
191,0,288.022015326465,266.89272375444,185.7877267679
192,0,8.74732833023336,1101.50894981927,34.366209649841
193,0,221.222355370652,520.598393764982,106.711411615075
194,0,780.995607954707,867.487685811419,478.627495430585
195,0,85.6908989604731,21.9738961565276,17.9654777802589
196,0,340.793198656565,520.316257396467,367.428227668277
197,0,408.533398475787,655.978614896343,110.033516185858
198,0,341.511110436954,545.348282862949,471.107418648553
199,0,0,176.602024865058,0
200,0,248.161290303661,179.412557434076,49.3410956454673
201,0,371.75034996842,539.241353383207,61.0631063306255
202,0,116.580150785781,129.695807603196,0
203,0,15.9539635397705,355.041637717793,0
204,0,0,862.955499258698,0
205,0,69.5545871509803,99.6548649648567,2.1054343750211
206,0,76.6898005677299,142.204941241376,34.5610284395152
207,0,200.644775740921,283.487041201483,146.159526432852
208,0,258.141944848372,533.767518973622,80.2604691051729
209,0,0,0,0
210,0,416.033196476323,987.006240664763,0
211,0,57.1558903433752,0,0
212,0,300.495224767342,295.001248592619,0
213,0,127.682954122146,282.811293195771,0
214,0,0,249.054954352419,0
215,0,0,0,0
216,0,265.090388707854,350.723254259571,242.891637159372
