row_id,heating_efficiency,insulation_roof,insulation_wall,windows
217,0,376.277177189316,708.339652953766,201.120050368289
218,0,244.661384095467,342.376563267642,305.27943914963
219,0,391.436422954714,616.225446597022,267.809654008604
220,0,0,419.499976265212,0
221,0,61.6457484237035,173.032462883012,57.7206101163183
222,0,0,1307.384488507,0
223,0,144.321401381362,136.222690284966,0
224,0,85.8283280118767,406.622794120351,0
225,0,245.798380690843,531.962188339134,210.42375137791
226,0,0,340.484088972907,0
227,0,784.309806141275,1319.27071954262,1151.30841958939
228,0,161.402353203996,338.363012106185,47.220877697323
229,0,0,577.287831264153,0
230,0,273.061958875608,578.014583010759,168.23591020922
231,0,20.091108254981,59.1220365013214,0
232,0,33.0048704259907,486.552276997974,70.0980861855705
233,0,126.717844236673,305.195486042789,0
234,0,158.417202186866,269.153147850881,0
235,0,232.717559652967,570.576736685027,62.4071988085461
236,0,574.115331840876,879.138394486141,225.503782166512
237,0,242.407440204445,485.742847683076,146.057901892455
238,0,0,0,0
239,0,221.01825650281,463.04170621453,47.4062828798797
240,0,80.5763144117182,419.629035989721,0
241,0,56.7443217011251,54.0353075290113,45.2037713739874
242,0,196.341036416925,222.851526432243,36.706280195629
243,0,92.3346901790646,26.1892585946625,0
244,0,0,426.644974874459,0
245,0,187.332063349218,555.142344741356,17.7791571065136
246,0,106.481989294657,283.482621611559,0
247,0,45.5976847380307,0,0
248,0,166.36499467364,137.79057681335,53.9472424511532
249,0,255.726046579194,552.254815540042,69.7330707241708
250,0,438.929508154338,696.992330410404,146.0035669108
251,0,54.443247705437,444.944579795584,0
252,0,121.726998645867,1014.96948146397,0
253,0,107.121570434314,256.489671582468,43.6419810407942
254,0,323.950496582704,156.429755207115,78.4652400918776
255,0,694.056325421954,706.321271867269,480.399866062995
256,0,57.7176255558743,302.877800128575,0
257,0,6.53842833167528,445.024726332274,0
258,0,55.7664275802945,489.785108535035,12.1420707843809
259,0,126.812762482443,675.296620751535,0
260,0,59.3804319374913,241.380077937598,53.884290784421
261,0,14.909194346842,206.060437542973,0
262,0,1044.40460702564,1740.80910504895,542.060862554616
263,0,571.388683000376,1456.71999109626,0
264,0,255.994862193446,532.790365528305,24.7199758072648
265,0,106.403178689372,669.614631745397,75.6064296527184
266,0,0,494.95060003719,2.3800151346004
267,0,512.218744578549,581.366122178173,131.223946100503
268,0,606.476837808175,1949.28400236934,332.530408849143
269,0,14.0015733835344,543.4460566019,92.2524590657049
270,0,157.846393825865,1003.39125577809,0
271,0,258.081191872889,576.40275806617,52.1543218158704
272,0,224.983098991082,793.893445996738,0
273,0,0,0,0
274,0,122.925498324301,384.323763833047,0
275,0,157.667934490249,106.259217038458,115.752206620428
276,0,86.2140947776816,141.722712012923,0
277,0,309.640394037009,562.892975593941,253.157119574507
278,0,323.407740000946,496.875859228495,0
279,0,70.2953937673956,269.709829000086,20.3751793822448
280,0,53.5462806661026,427.809301084797,0
281,0,0,0,0
282,0,325.796240002937,298.867154093276,175.254820661666
283,0,330.782000781389,576.64662978346,88.3600796509127
284,0,0,0,0
285,0,34.6254347288427,41.1626337641146,0
286,0,203.623409626449,319.144803906863,107.26757488348
287,0,193.283192658189,818.460516793985,0
288,0,22.1228120948781,485.056619481559,0
289,0,0,90.9263656024668,0
290,0,401.280771136559,968.468663009397,17.4685468816733
291,0,245.033769681957,268.052079721153,132.808841470304
292,0,209.683194160616,332.816490153045,119.592683681024
293,0,0,190.501082371039,0
294,0,0,33.6166861047304,0
295,0,67.6639360941868,88.9196762091879,45.1794204921553
296,0,199.133640028955,695.562467859404,127.118903916129
297,0,13.6162866530149,686.142676735601,0
298,0,72.143298676895,451.279865312965,139.167842070402
299,0,265.746992354192,373.901258492902,0
300,0,87.7356683730473,204.644178763459,40.9927447473151
301,0,359.261841471041,922.255512957976,35.108294072179
302,0,38.0818989370328,151.236853779401,0
303,0,0,414.229428930775,0
304,0,121.271016072935,666.568189287496,0
305,0,174.149880730885,124.4437590637,53.2342193802983
306,0,350.487089415668,682.909483871335,241.730075624967
307,0,509.800182563286,761.455422685036,309.69643141837
308,0,302.99178085777,971.921996132195,140.010668256333
309,0,0,0,0
310,0,0,5.23567629744821,0
311,0,192.535168176959,359.010808718947,11.4779893177765
312,0,191.71555791439,255.491370238305,101.243980606172
313,0,371.315857004027,661.720892377995,97.5291080812649
314,0,203.644884081242,329.596789257395,10.0675703339293
315,0,481.555220843189,547.022340891494,187.282827366691
316,0,6.03789525143475,424.601394794112,101.953613432256
317,0,218.617932571187,408.933339428447,169.861565632069
318,0,179.970401743098,575.436716626834,164.526501932981
319,0,148.945604803581,240.742661639023,95.6725214747303
320,0,279.861776571818,433.235532541477,69.4073839126277
321,0,0,308.777756349896,0
322,0,202.794339959793,249.265344123326,0
323,0,145.055267265494,423.247211656908,0
324,0,0,100.317104240028,0
325,0,124.203086089277,173.908541299285,66.4409472078523
326,0,97.9054959901701,191.69917553639,99.5951201763605
327,0,278.065664012283,185.882271115324,279.169212539574
328,0,0,0,0
329,0,324.334889316659,607.599725608161,193.998785483946
330,0,63.205129135627,266.036508402836,29.3349418505886
331,0,327.518510040315,759.564299886003,160.748638829994
332,0,69.7639668145757,123.203715800859,25.5083671341381
333,0,239.945056678246,352.466675267126,43.6185629726515
334,0,217.702374500994,890.897242579367,0
335,0,198.504924118546,500.247372590688,0
336,0,114.811879658361,12.909850288971,0
337,0,544.038873380234,1150.73572063286,215.898664182729
338,0,301.468355982941,783.099777482838,180.099257280577
339,0,184.159672322432,1257.80010775638,0
340,0,0,45.6481803501811,9.26772633202017
341,0,0,72.3242446059258,77.8251801774268
342,0,151.318763563841,84.9459688002171,53.0693851196675
343,0,247.241355172437,945.799082203235,147.389304982948
344,0,439.608765402532,531.627015028008,157.776962185244
345,0,179.122916860821,297.150143637786,137.290336251296
346,0,95.4310164409671,331.798072608405,0
347,0,58.0399843711557,147.942640949652,146.78164825274
348,0,0,225.057165834139,0
349,0,27.8600227203187,751.407184061087,0
350,0,243.28504727588,1113.85788237225,0
351,0,200.026555733839,871.579224386387,81.759805146974
352,0,417.488745298528,994.75884065796,177.996129240681
353,0,0,1526.29601027054,0
354,0,23.8955074492087,121.016271238354,183.966047433534
355,0,653.123416934763,2353.56118990134,236.062318289791
356,0,263.572102498192,1236.55443965717,34.7812772566849
357,0,344.938160506152,321.975983910217,180.686463025667
358,0,0,0,0
359,0,225.742287166728,764.235973281248,0
360,0,379.768894238276,1005.02264744938,56.4652801397624
361,0,390.665761713761,692.071633739125,443.288615427247
362,0,0,795.633935104714,0
363,0,30.6892090970987,365.961216822388,0
364,0,184.69120153216,406.999652092925,0
365,0,121.400185152195,763.272546869788,0
366,0,78.0589471656831,335.158035535144,123.834766684013
367,0,160.929374519656,489.862613526419,0
368,0,175.802661879797,241.751578948468,154.158673343328
369,0,355.690321722695,226.360634132873,209.036993966269
370,0,0,292.438791598569,0
371,0,217.780044515116,365.756861103027,143.814690053855
372,0,0,363.512934887589,0
373,0,806.596321415222,484.801428936267,0
374,0,0,371.220407060053,0
375,0,305.68542855955,346.32499456573,267.35681726601
376,0,304.374536303785,499.478889258257,0
377,152.534516503292,174.433426703354,55.9137540115698,0
378,0,161.181927150124,502.459451670712,145.409390013188
379,0,0,337.485137369609,0
380,0,69.3999947791936,52.9090227161551,0
381,0,303.747689848985,342.334619335454,153.840285980577
382,338.612990318849,1254.42240194417,2607.16641818855,382.903055714221
383,0,497.566127794282,738.560465122306,251.799707655608
384,0,0,274.450964880288,0
385,0,0,0,0
386,0,25.1697852866637,0,117.170483607493
387,0,257.236108830278,98.1552090493669,0
388,0,57.4649703872347,323.819180079097,28.4971978119947
389,0,212.848555911474,505.978544267337,18.5699832092087
390,0,385.090422769302,427.91485352105,0
391,0,0,347.816952741348,0
392,0,162.538254216601,670.407415340544,31.9377355977394
393,0,206.29816684276,498.146388537402,0
394,0,164.675867334492,523.570251389557,133.847804613723
395,0,365.290835049977,636.219014410984,431.412352638052
396,0,27.3763220520686,245.210085615259,0
397,0,0,0,0
398,0,335.288585141118,541.141680881428,367.224346208875
399,0,1071.18477917577,471.457987326887,526.519300088363
400,0,0,71.692957117607,0
401,0,0,76.319545277689,49.0858060614391
402,0,178.614753593245,118.213667275408,0
403,0,6.46472240878757,8.65440122251493,76.8887926252883
404,0,267.678127768389,496.941275985202,30.9618114288587
405,0,125.987536258485,129.994611790806,60.8231894349819
406,0,209.504029157621,603.795663009785,0
407,0,344.605068838537,374.726072808067,65.5404669124528
408,0,0,18.6177407100331,0
409,0,242.182142436144,156.992007389717,167.757282225421
410,0,205.954217640461,1128.12279736202,62.8161429024513
411,0,510.25523341356,925.178669122089,254.548251077067
412,0,138.083280393543,533.275185493971,0
413,0,863.563218936859,1415.17646194741,454.732485437595
414,0,843.247478700418,1399.30192965382,54.7502315075253
415,0,314.086615886425,145.456090585325,31.7137587994512
416,0,344.96890070709,384.756415090759,287.152844111155
417,0,140.250371399508,541.334669081579,0
418,0,39.6168325308663,566.223235432402,1.418914781887
419,0,677.990934572414,423.828761971923,325.924908777763
420,0,2028.93429196258,3244.66787526121,1188.58774711465
421,0,363.256517923142,1083.54389354823,0
422,0,207.935062924965,494.6409229585,193.730158573844
423,0,439.833841024101,1380.62232978856,524.713044914821
424,0,0,131.48817916901,0
425,0,230.110516324334,280.318266968937,256.41468329702
426,0,94.3252429120894,532.8408323554,0
427,0,78.4445554832009,181.929968117107,76.1102486913223
428,0,120.13829207653,846.222713336269,15.5846676557758
429,0,22.4719075439807,542.775366465717,0
430,0,3.25071303780169,426.419248086617,0
431,0,453.125192838654,903.699028506781,0
432,0,114.227400563804,301.482646422422,34.6223825846528
433,0,518.15346711236,711.678381553658,43.364354551426
434,0,112.963729671741,440.806946561394,57.5780537163728
435,0,415.572547401418,807.654584589629,18.7505599858796
436,0,0,364.841614228632,148.465519173775
437,0,56.3191019719579,484.856173964952,0
438,0,301.948659654234,156.109155168246,44.9086449043025
439,0,404.847318602766,603.742511109704,134.627987637245
440,0,42.9718123816092,85.9344492981127,172.251770675601
441,0,290.596069542033,948.710846334772,282.74495214833
442,0,767.644366982326,804.706701566424,458.9530298555
443,0,244.22424099712,1161.66252840316,0
444,0,0,141.696025438311,0
445,0,90.3258281201361,230.148760316254,0
446,0,0,0,0
447,0,171.453194870485,399.443140113927,24.4026073803534
448,0,308.12486933829,592.010378561447,98.4065769834615
449,0,457.732589439638,595.698564711187,223.969856737715
450,0,0,691.069779829368,0
451,0,93.1115873808349,270.536897767759,100.048644260191
452,0,0,241.158721878167,0
453,0,110.651423985504,337.164616759472,50.5502906824513
454,0,244.827009045738,642.548655861787,65.7530258587576
455,0,0,673.022197926648,0
456,0,0,77.9361901981965,0
457,0,0,852.165793128897,51.1526389091159
458,0,461.216427056579,783.508556342587,50.4122549362328
459,0,253.919462678767,363.058628419821,187.233460196717
460,0,620.193673791962,1747.42673841273,260.846492452067
461,0,380.177119260445,622.49154470774,195.899771648694
462,0,1055.1999053393,2181.35926792542,941.151455246645
463,0,89.3193108809192,455.421120216301,127.43628707873
464,0,0,491.617936327467,0
465,0,157.52490969974,121.762053711034,0
466,0,90.270944601576,585.708911421163,0
467,0,0,397.003431642825,0
468,0,80.3870659853346,352.564730609176,0
469,0,0,552.549541100918,0
470,0,174.284784750933,159.246222037568,0
471,0,189.809418143985,548.333475732702,60.5815346041363
472,0,87.0346208450428,261.484079823908,0
473,0,129.527033845183,520.051344764159,0
474,0,0,0,0
475,0,0,945.389718816803,0
476,0,591.982525341022,1141.43929805586,275.421030645497
477,0,25.38992418832,506.419241040365,0
478,0,167.394196117713,490.326183780962,32.2653686779104
479,0,583.308000192632,812.641262709181,49.6839141492255
480,0,53.4591126340392,527.819605498232,0
481,0,232.059921608852,961.792372039588,244.581184757808
482,0,87.1820387562448,0,0
483,0,311.779513629452,1047.85495803239,239.800557149611
484,0,1157.52574270809,1665.82566908641,0
485,0,285.000917393287,659.263914207811,117.655089937993
486,0,685.952601202498,1362.6437876691,632.070208659068
487,0,0,587.327147957285,0
488,0,370.181208433101,359.005514205275,198.499167212278
489,0,852.720417918929,1198.89100669798,217.793859038549
490,0,217.676104717546,1014.56040075516,0
491,566.243946668317,512.028303729196,3358.92011774407,965.762986982652
492,0,136.047527547784,862.76764294313,115.378490113662
493,0,303.650021546728,595.543172690384,1.1936500142092
494,0,204.46008734428,370.99094658943,74.8292059862224
495,0,0,0,0
496,0,156.777513619331,478.883098806343,26.9895359148632
497,0,43.4384449512163,798.780805509096,0
498,0,5.64708496561889,0,19.9569121911945
499,0,0,52.2387732324842,0
500,0,0,0,0
501,0,254.226602290892,651.694990017199,188.83918352202
502,0,105.253413776611,223.901251118301,330.977995808178
503,0,96.1847653266159,254.014214573157,100.879030505675
504,0,0,0,0
505,0,0,0,0
506,0,235.548331200722,674.892255046534,10.1822134734957
507,0,197.736366649628,270.064428070584,182.647001288658
508,0,76.8720091632022,17.8018746953112,0
509,0,0,396.012772658203,0
510,0,62.9696012189697,192.58130796798,0
511,0,251.013000543718,682.679186499612,101.706234623583
512,0,686.900605552932,1860.80427755363,1025.20676456146
513,0,132.584654892988,426.08068339987,0
514,226.318915912208,760.213528414526,3400.81242041866,1064.48447105534
515,0,65.1254030035507,93.744041083296,113.85971436957
516,0,0,0,0
517,0,275.549542935248,206.382971984865,121.815759936062
518,0,224.109810418371,120.681276787249,87.4984076539913
519,0,529.950070016188,717.635242178587,102.299558120663
520,0,27.0106493165977,185.851177305902,0
521,0,45.3766284168924,42.7917770323666,0.0319870474058916
522,0,230.355347400438,584.104004888228,139.636316995741
523,0,45.9993793937592,81.6665550069465,60.7215773222979
524,0,104.53461185412,440.503432600397,220.360790252627
525,0,0,64.5371884415954,0
526,0,3.60888825496841,0,0
527,0,99.2013138095517,157.704716574473,189.205256515047
528,0,52.0143844491086,121.832815931975,41.8322148339676
529,0,28.8288164864516,0,98.7203615636226
530,0,586.090415952154,490.005981317652,378.229649507766
531,0,107.094323889425,1267.40884466148,0
532,0,0,369.047976817864,0
533,0,0,4.07422847500948,82.484954362134
534,0,261.515034399471,410.225508024131,56.6584022869356
535,0,0,638.111326161199,0
536,0,178.052355025749,529.320264706588,128.662283459307
537,0,0,482.516901760907,0
538,0,0,629.900380642328,2.86190567435278
539,0,0,236.700560062329,0
540,0,388.900733542341,957.553656569437,147.795062466901
541,0,0,537.342916408912,0
542,0,254.003959602605,383.747615972341,273.360317667568
543,0,438.593376254108,337.051583795177,183.493394047438
544,0,299.92458086849,318.512754249054,341.817866721049
545,0,400.740621641837,929.135853417769,521.388939068367
546,0,141.291171692696,484.846682722558,137.407433627635
547,0,112.544611850404,256.75733538607,233.229119266402
548,0,14.6095681137094,26.3935400640721,0
549,0,568.49033029491,1295.44669725307,528.540416730617
550,0,0,0,153.63081121048
551,0,0,40.9905553153976,11.8097733036857
552,0,33.1931685589143,248.105781092509,28.1705034482029
553,16.2074922852335,118.566160674396,1877.21041439844,106.681742566561
554,0,924.823073810636,393.644133524165,598.727696780235
555,0,114.615102213214,298.163342973945,116.862320670271
556,0,169.495791443456,309.609664900432,179.042528972737
557,0,0,306.190097053229,0
558,84.5507442919025,146.751424322192,1394.46053821719,147.479021147135
559,0,154.747918675803,237.271670664488,173.517816649899
560,0,750.472917220624,1674.5296576672,324.566976414691
561,0,0,1053.58075224248,0
562,0,172.593793226271,136.956152632507,0
563,0,0.697833050102418,59.9337543383072,100.16132838378
564,0,0,0,0
565,0,77.1195371846407,243.197476966479,125.636510098539
566,0,38.9453976186542,148.351620773985,144.400852796569
567,0,66.1077955427072,122.870537855871,197.68034887039
568,0,346.538964711395,458.831488645814,180.128279441875
569,0,174.231587380759,176.394779602605,127.230449479901
570,0,167.410327192594,962.566351967032,444.378744803322
571,0,0,92.8378030357817,128.989068956873
572,0,256.526653571893,528.425345775041,30.303234579992
573,0,0,11.9390548876381,0
574,0,177.845409246692,165.089861996725,208.629853170631
575,0,186.052411352074,173.523873231716,0
576,0,0,0,0
577,0,625.948366106532,1439.26828184729,0
578,0,363.060827244317,979.710792299075,214.243225168029
579,0,338.711358073013,1460.38859738206,148.109391430165
580,0,79.0364598850028,680.572763707245,1.18293575076677
581,0,586.994051317948,703.078630395621,522.652408184817
582,0,512.500875223017,1093.67204139816,312.775226385169
583,0,0,63.5413771006124,105.694376666794
584,0,350.871329675174,31.6019699307599,164.799428641842
585,0,0,316.410634923219,58.79793814183
586,0,255.606372536489,925.18963204005,0
587,0,4.75391427839531,782.42711091375,0
588,0,314.281880917245,378.387474190598,378.228597392134
589,0,0,190.326750884647,0
590,0,0,408.12237282782,0
591,0,678.20311773072,1134.54994028251,512.059838556445
592,0,361.569143620727,248.16331684225,437.767045806369
593,0,0,691.945620312632,0
594,0,0,0,72.5487240416305
595,0,55.6963437274399,404.718895655423,81.8837538978232
596,0,30.2667900861816,293.958219354468,55.4523418873905
597,0,320.360393510786,1356.96084162757,150.789594672879
598,0,177.529638505108,452.716727021667,225.898398611253
599,0,221.595804048855,839.218150055973,220.128642536723
600,0,0,121.869908337661,0
601,0,181.892702891966,262.465412708881,285.571896079026
602,0,52.3276786031556,95.8098334415254,94.2616492014777
603,0,0,0,0
604,0,0,273.245654425201,0
605,0,134.610420284675,673.154587679765,0
606,0,0,498.05318395609,0
607,0,74.3205437256329,0,9.92797594700187
608,0,0,0,0
609,0,304.865808922676,457.528495227795,114.766583956743
610,0,0,230.288665245025,0
611,0,306.913762194899,693.511248958506,146.841050509578
612,0,0,786.685462711745,0
613,0,2.21516178113598,688.365439552354,0
614,0,16.8608220819187,273.091792823201,113.670671675557
615,0,257.421846281947,329.312383571004,196.586328725154
616,0,0,232.455194900409,43.4536625429028
617,0,100.652122553208,73.9131851808716,0
618,0,0,978.909497031581,0
619,0,35.7411410067907,171.443211419393,110.56451827614
620,0,385.189003066585,970.714765561847,159.457641955914
621,0,0,205.965292599742,0
622,0,551.592722747537,792.022432802167,71.535297712071
623,0,0,246.691030620828,10.5793764915852
624,0,56.3545559525001,185.719827423496,37.0555010860717
625,0,224.655687009,752.678021352333,107.629055652203
626,0,24.4483954045145,121.116171513526,136.212641241071
627,0,1020.16071153857,1511.58119493612,179.736972939663
