County,DwellingTypeDescr,AgeBand,CO2_decile,N
Clare,House,I,"(6.56e+03,7.83e+03]",1
Kildare,House,G,"(9.82e+03,3.55e+04]",1
Leitrim,House,H,"(7.83e+03,9.82e+03]",1
Dublin,House,H,"(2.5e+03,3.1e+03]",1
Dublin,House,G,"(6.56e+03,7.83e+03]",1
Carlow,House,J,"(4.78e+03,5.57e+03]",1
Waterford,House,G,"(4.22e+03,4.78e+03]",1
Kildare,House,J,"(7.83e+03,9.82e+03]",1
Limerick,House,F,"(4.78e+03,5.57e+03]",1
Tipperary,House,I,"(3.1e+03,3.65e+03]",1
Tipperary,House,F,"(3.65e+03,4.22e+03]",1
Waterford,House,H,"(5.57e+03,6.56e+03]",1
Carlow,House,I,"(5.57e+03,6.56e+03]",1
Tipperary,House,I,"(3.65e+03,4.22e+03]",1
Cork,House,I,"(5.57e+03,6.56e+03]",1
Tipperary,House,G,"(9.82e+03,3.55e+04]",1
Tipperary,House,J,"(4.78e+03,5.57e+03]",1
Kerry,House,H,"(6.56e+03,7.83e+03]",1
Kilkenny,House,G,"(6.56e+03,7.83e+03]",1
Louth,House,H,"(7.83e+03,9.82e+03]",1
Clare,House,J,"(9.82e+03,3.55e+04]",1
Wicklow,House,I,"(9.82e+03,3.55e+04]",1
Wicklow,House,G,"(3.65e+03,4.22e+03]",1
Clare,House,I,"(4.22e+03,4.78e+03]",1
Donegal,House,F,"(7.83e+03,9.82e+03]",1
Kerry,House,J,"(9.82e+03,3.55e+04]",1
Kilkenny,House,H,"(7.83e+03,9.82e+03]",1
Cork,House,I,"(3.65e+03,4.22e+03]",1
Limerick,House,J,"(9.82e+03,3.55e+04]",1
Clare,House,I,"(3.65e+03,4.22e+03]",1
Wexford,House,I,"(9.82e+03,3.55e+04]",1
Tipperary,House,J,"(7.83e+03,9.82e+03]",1
Laois,House,J,"(4.78e+03,5.57e+03]",1
Donegal,House,I,"(4.78e+03,5.57e+03]",1
Kilkenny,House,I,"(6.56e+03,7.83e+03]",1
Limerick,House,F,"(3.1e+03,3.65e+03]",1
Cork,House,I,"(9.82e+03,3.55e+04]",1
Dublin,House,G,"(3.1e+03,3.65e+03]",1
Louth,House,G,"(5.57e+03,6.56e+03]",1
Roscommon,House,G,"(9.82e+03,3.55e+04]",1
Roscommon,House,J,"(7.83e+03,9.82e+03]",1
Cavan,House,H,"(6.56e+03,7.83e+03]",1
Galway,House,H,"(4.22e+03,4.78e+03]",1
Limerick,House,J,"(2.5e+03,3.1e+03]",1
Roscommon,House,F,"(7.83e+03,9.82e+03]",1
Meath,House,J,"(9.82e+03,3.55e+04]",1
Westmeath,House,I,"(5.57e+03,6.56e+03]",1
Offaly,House,G,"(5.57e+03,6.56e+03]",1
Offaly,House,F,"(5.57e+03,6.56e+03]",1
Laois,House,I,"(4.78e+03,5.57e+03]",1
Meath,House,H,"(9.82e+03,3.55e+04]",1
Meath,Apartment,J,"(3.1e+03,3.65e+03]",1
Donegal,Apartment,J,"(2.5e+03,3.1e+03]",1
Limerick,Apartment,I,"(3.1e+03,3.65e+03]",1
Wexford,Apartment,G,"(3.1e+03,3.65e+03]",1
Tipperary,Apartment,H,"[324,2.5e+03]",1
Cavan,Ground-floor apartment,F,"(2.5e+03,3.1e+03]",1
Cork,Ground-floor apartment,I,"(4.78e+03,5.57e+03]",1
Wicklow,Ground-floor apartment,J,"(4.22e+03,4.78e+03]",1
Cavan,Ground-floor apartment,H,"(7.83e+03,9.82e+03]",1
Galway,Ground-floor apartment,F,"(4.78e+03,5.57e+03]",1
Clare,Ground-floor apartment,I,"(5.57e+03,6.56e+03]",1
Kildare,Ground-floor apartment,I,"(9.82e+03,3.55e+04]",1
Monaghan,Ground-floor apartment,J,"(4.22e+03,4.78e+03]",1
Donegal,Ground-floor apartment,H,"(5.57e+03,6.56e+03]",1
Tipperary,Ground-floor apartment,I,"(4.78e+03,5.57e+03]",1
Wexford,Ground-floor apartment,I,"(5.57e+03,6.56e+03]",1
Kildare,Ground-floor apartment,H,"(4.22e+03,4.78e+03]",1
Limerick,Ground-floor apartment,I,"(4.78e+03,5.57e+03]",1
Donegal,Ground-floor apartment,J,"(4.22e+03,4.78e+03]",1
Clare,Detached house,J,"(3.1e+03,3.65e+03]",1
Dublin,Semi-detached house,F,"(9.82e+03,3.55e+04]",1
Kilkenny,Semi-detached house,F,"(3.1e+03,3.65e+03]",1
Limerick,Semi-detached house,F,"(3.1e+03,3.65e+03]",1
Kildare,Semi-detached house,F,"(2.5e+03,3.1e+03]",1
Wicklow,Semi-detached house,H,"(7.83e+03,9.82e+03]",1
Wicklow,Semi-detached house,F,"(3.65e+03,4.22e+03]",1
Louth,Semi-detached house,G,"(3.65e+03,4.22e+03]",1
Tipperary,Semi-detached house,J,"(6.56e+03,7.83e+03]",1
Leitrim,Semi-detached house,G,"(3.1e+03,3.65e+03]",1
Meath,Semi-detached house,F,"(4.78e+03,5.57e+03]",1
Louth,Semi-detached house,F,"(2.5e+03,3.1e+03]",1
Meath,Semi-detached house,G,"(6.56e+03,7.83e+03]",1
Tipperary,End of terrace house,F,"(4.78e+03,5.57e+03]",1
Clare,End of terrace house,F,"(6.56e+03,7.83e+03]",1
Dublin,End of terrace house,F,"(7.83e+03,9.82e+03]",1
Meath,End of terrace house,F,"(3.65e+03,4.22e+03]",1
Kilkenny,End of terrace house,G,"(4.22e+03,4.78e+03]",1
Limerick,End of terrace house,F,"(4.22e+03,4.78e+03]",1
Dublin,Detached house,I,"(2.5e+03,3.1e+03]",1
Dublin,Detached house,I,"[324,2.5e+03]",1
Kilkenny,Detached house,F,"(9.82e+03,3.55e+04]",1
Wicklow,Detached house,F,"(3.65e+03,4.22e+03]",1
Laois,Detached house,H,"(4.78e+03,5.57e+03]",1
Longford,Detached house,J,"(3.65e+03,4.22e+03]",1
Limerick,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Meath,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Wicklow,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Sligo,Mid-terrace house,F,"(6.56e+03,7.83e+03]",1
Clare,Mid-terrace house,J,"(3.65e+03,4.22e+03]",1
Limerick,Mid-terrace house,F,"(6.56e+03,7.83e+03]",1
Galway,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Waterford,Mid-terrace house,K,"[324,2.5e+03]",1
Wexford,Mid-terrace house,F,"(7.83e+03,9.82e+03]",1
Waterford,Mid-terrace house,F,"(3.65e+03,4.22e+03]",1
Wicklow,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Meath,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Sligo,Mid-terrace house,G,"(6.56e+03,7.83e+03]",1
Tipperary,Mid-terrace house,F,"(2.5e+03,3.1e+03]",1
Meath,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Kildare,Maisonette,I,"(4.22e+03,4.78e+03]",1
Dublin,House,H,"(9.82e+03,3.55e+04]",1
Sligo,House,G,"(3.65e+03,4.22e+03]",1
Galway,House,F,"(5.57e+03,6.56e+03]",1
Meath,House,G,"(5.57e+03,6.56e+03]",1
Roscommon,House,G,"(7.83e+03,9.82e+03]",1
Dublin,House,H,"(4.78e+03,5.57e+03]",1
Tipperary,House,I,"(4.78e+03,5.57e+03]",1
Carlow,House,H,"(3.1e+03,3.65e+03]",1
Kildare,House,H,"(5.57e+03,6.56e+03]",1
Dublin,House,G,"(4.22e+03,4.78e+03]",1
Tipperary,House,F,"(9.82e+03,3.55e+04]",1
Cork,House,G,"(6.56e+03,7.83e+03]",1
Carlow,House,G,"(9.82e+03,3.55e+04]",1
Waterford,House,G,"(7.83e+03,9.82e+03]",1
Dublin,Ground-floor apartment,F,"(4.78e+03,5.57e+03]",1
Cork,Ground-floor apartment,F,"(3.1e+03,3.65e+03]",1
Meath,Ground-floor apartment,G,"[324,2.5e+03]",1
Meath,Semi-detached house,F,"(5.57e+03,6.56e+03]",1
Carlow,End of terrace house,G,"(4.78e+03,5.57e+03]",1
Galway,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Kilkenny,Maisonette,J,"[324,2.5e+03]",1
Dublin,Apartment,I,"(3.65e+03,4.22e+03]",1
Kildare,Maisonette,J,"(2.5e+03,3.1e+03]",1
Galway,Apartment,J,"(3.1e+03,3.65e+03]",1
Wexford,Apartment,I,"(4.22e+03,4.78e+03]",1
Roscommon,Semi-detached house,I,"(9.82e+03,3.55e+04]",1
Cavan,Semi-detached house,F,"(7.83e+03,9.82e+03]",1
Limerick,End of terrace house,F,"(7.83e+03,9.82e+03]",1
Sligo,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Clare,Semi-detached house,K,"[324,2.5e+03]",1
Carlow,Semi-detached house,K,"(4.22e+03,4.78e+03]",1
Wexford,Detached house,K,"(4.78e+03,5.57e+03]",1
Cavan,Detached house,K,"(4.22e+03,4.78e+03]",1
Cavan,Detached house,K,"(2.5e+03,3.1e+03]",1
Offaly,Mid-terrace house,K,"[324,2.5e+03]",1
Kilkenny,Mid-terrace house,K,"[324,2.5e+03]",1
Monaghan,Mid-terrace house,K,"[324,2.5e+03]",1
Galway,Mid-terrace house,K,"[324,2.5e+03]",1
Kerry,House,K,"(3.1e+03,3.65e+03]",1
Wexford,House,J,"(9.82e+03,3.55e+04]",1
Limerick,Apartment,J,"(2.5e+03,3.1e+03]",1
Galway,Semi-detached house,J,"[324,2.5e+03]",1
Offaly,Semi-detached house,I,"(6.56e+03,7.83e+03]",1
Kildare,Semi-detached house,J,"(6.56e+03,7.83e+03]",1
Dublin,Semi-detached house,I,"(7.83e+03,9.82e+03]",1
Donegal,Semi-detached house,J,"(6.56e+03,7.83e+03]",1
Longford,Semi-detached house,G,"(5.57e+03,6.56e+03]",1
Clare,Semi-detached house,H,"[324,2.5e+03]",1
Waterford,Semi-detached house,I,"[324,2.5e+03]",1
Meath,Semi-detached house,J,"(5.57e+03,6.56e+03]",1
Offaly,Semi-detached house,J,"[324,2.5e+03]",1
Offaly,Semi-detached house,H,"[324,2.5e+03]",1
Donegal,Semi-detached house,I,"[324,2.5e+03]",1
Mayo,Semi-detached house,H,"[324,2.5e+03]",1
Mayo,Semi-detached house,I,"(2.5e+03,3.1e+03]",1
Kildare,Semi-detached house,I,"[324,2.5e+03]",1
Sligo,Semi-detached house,I,"[324,2.5e+03]",1
Leitrim,Semi-detached house,J,"[324,2.5e+03]",1
Donegal,Semi-detached house,K,"(3.65e+03,4.22e+03]",1
Wicklow,Semi-detached house,I,"(5.57e+03,6.56e+03]",1
Westmeath,Semi-detached house,J,"(5.57e+03,6.56e+03]",1
Laois,Semi-detached house,F,"(7.83e+03,9.82e+03]",1
Sligo,Semi-detached house,H,"[324,2.5e+03]",1
Carlow,Semi-detached house,K,"(2.5e+03,3.1e+03]",1
Waterford,End of terrace house,H,"(4.78e+03,5.57e+03]",1
Cork,End of terrace house,H,"(6.56e+03,7.83e+03]",1
Kildare,End of terrace house,I,"(5.57e+03,6.56e+03]",1
Limerick,End of terrace house,I,"(6.56e+03,7.83e+03]",1
Cavan,End of terrace house,J,"(6.56e+03,7.83e+03]",1
Cork,End of terrace house,J,"(5.57e+03,6.56e+03]",1
Wexford,End of terrace house,H,"[324,2.5e+03]",1
Galway,End of terrace house,F,"[324,2.5e+03]",1
Donegal,End of terrace house,G,"[324,2.5e+03]",1
Wexford,End of terrace house,H,"(4.78e+03,5.57e+03]",1
Sligo,End of terrace house,F,"[324,2.5e+03]",1
Offaly,End of terrace house,K,"(3.1e+03,3.65e+03]",1
Donegal,End of terrace house,H,"(6.56e+03,7.83e+03]",1
Tipperary,End of terrace house,G,"(5.57e+03,6.56e+03]",1
Longford,End of terrace house,I,"(4.22e+03,4.78e+03]",1
Clare,End of terrace house,G,"(6.56e+03,7.83e+03]",1
Louth,End of terrace house,H,"[324,2.5e+03]",1
Sligo,End of terrace house,I,"(4.22e+03,4.78e+03]",1
Clare,Detached house,G,"[324,2.5e+03]",1
Tipperary,Detached house,K,"(4.22e+03,4.78e+03]",1
Donegal,Detached house,K,"[324,2.5e+03]",1
Kerry,Detached house,J,"[324,2.5e+03]",1
Clare,Detached house,G,"(2.5e+03,3.1e+03]",1
Galway,Detached house,F,"(2.5e+03,3.1e+03]",1
Cavan,Detached house,K,"(6.56e+03,7.83e+03]",1
Sligo,Detached house,I,"(2.5e+03,3.1e+03]",1
Offaly,Detached house,K,"(3.65e+03,4.22e+03]",1
Offaly,Detached house,J,"(5.57e+03,6.56e+03]",1
Offaly,Detached house,I,"(3.65e+03,4.22e+03]",1
Longford,Detached house,J,"(2.5e+03,3.1e+03]",1
Carlow,Detached house,J,"(3.1e+03,3.65e+03]",1
Laois,Detached house,K,"(3.1e+03,3.65e+03]",1
Clare,Detached house,K,"(3.1e+03,3.65e+03]",1
Cavan,Detached house,J,"(2.5e+03,3.1e+03]",1
Offaly,Detached house,K,"(3.1e+03,3.65e+03]",1
Monaghan,Detached house,K,"(4.22e+03,4.78e+03]",1
Roscommon,Detached house,K,"(4.78e+03,5.57e+03]",1
Waterford,Detached house,K,"(4.22e+03,4.78e+03]",1
Tipperary,Detached house,K,"(3.1e+03,3.65e+03]",1
Westmeath,Detached house,J,"(5.57e+03,6.56e+03]",1
Sligo,Detached house,K,"(4.22e+03,4.78e+03]",1
Galway,Detached house,J,"(3.1e+03,3.65e+03]",1
Offaly,Detached house,K,"(5.57e+03,6.56e+03]",1
Laois,Detached house,K,"(5.57e+03,6.56e+03]",1
Wexford,Detached house,H,"[324,2.5e+03]",1
Kilkenny,Detached house,K,"(4.22e+03,4.78e+03]",1
Cork,Detached house,I,"(2.5e+03,3.1e+03]",1
Tipperary,Detached house,H,"(2.5e+03,3.1e+03]",1
Kerry,Detached house,I,"(3.1e+03,3.65e+03]",1
Tipperary,Detached house,K,"(3.65e+03,4.22e+03]",1
Donegal,Detached house,G,"(2.5e+03,3.1e+03]",1
Louth,Detached house,J,"(3.1e+03,3.65e+03]",1
Cork,Detached house,F,"(2.5e+03,3.1e+03]",1
Meath,Detached house,K,"(5.57e+03,6.56e+03]",1
Wexford,Detached house,H,"(3.65e+03,4.22e+03]",1
Waterford,Detached house,K,"(5.57e+03,6.56e+03]",1
Wexford,Detached house,H,"(2.5e+03,3.1e+03]",1
Sligo,Detached house,F,"[324,2.5e+03]",1
Louth,Detached house,K,"(3.65e+03,4.22e+03]",1
Kerry,Detached house,H,"(2.5e+03,3.1e+03]",1
Sligo,Detached house,G,"(3.1e+03,3.65e+03]",1
Westmeath,Detached house,K,"(4.22e+03,4.78e+03]",1
Louth,Detached house,I,"(2.5e+03,3.1e+03]",1
Cavan,Detached house,F,"(4.78e+03,5.57e+03]",1
Monaghan,Detached house,J,"(4.22e+03,4.78e+03]",1
Donegal,Detached house,I,"(2.5e+03,3.1e+03]",1
Kilkenny,Detached house,K,"(2.5e+03,3.1e+03]",1
Mayo,Detached house,K,"(4.22e+03,4.78e+03]",1
Tipperary,Detached house,J,"[324,2.5e+03]",1
Kerry,Detached house,K,"(3.1e+03,3.65e+03]",1
Kerry,Detached house,K,"(7.83e+03,9.82e+03]",1
Waterford,Detached house,K,"(3.1e+03,3.65e+03]",1
Kerry,Detached house,J,"(2.5e+03,3.1e+03]",1
Limerick,Detached house,K,"[324,2.5e+03]",1
Monaghan,Detached house,K,"(4.78e+03,5.57e+03]",1
Waterford,Detached house,J,"(2.5e+03,3.1e+03]",1
Louth,Detached house,H,"(2.5e+03,3.1e+03]",1
Leitrim,Detached house,H,"(4.78e+03,5.57e+03]",1
Offaly,Detached house,K,"(2.5e+03,3.1e+03]",1
Tipperary,Detached house,H,"(4.22e+03,4.78e+03]",1
Clare,Detached house,H,"(4.22e+03,4.78e+03]",1
Wicklow,Detached house,K,"(3.65e+03,4.22e+03]",1
Cavan,Mid-terrace house,H,"(5.57e+03,6.56e+03]",1
Leitrim,Mid-terrace house,I,"(5.57e+03,6.56e+03]",1
Tipperary,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Roscommon,Mid-terrace house,I,"(4.78e+03,5.57e+03]",1
Leitrim,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Longford,Mid-terrace house,I,"[324,2.5e+03]",1
Dublin,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Limerick,Mid-terrace house,I,"[324,2.5e+03]",1
Leitrim,Mid-terrace house,I,"(4.22e+03,4.78e+03]",1
Donegal,Mid-terrace house,G,"[324,2.5e+03]",1
Kildare,Mid-terrace house,F,"[324,2.5e+03]",1
Wexford,Mid-terrace house,G,"[324,2.5e+03]",1
Kilkenny,Mid-terrace house,H,"(4.78e+03,5.57e+03]",1
Kerry,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Longford,Mid-terrace house,F,"[324,2.5e+03]",1
Galway,Mid-terrace house,G,"[324,2.5e+03]",1
Wexford,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Waterford,Maisonette,I,"(6.56e+03,7.83e+03]",1
Cavan,Maisonette,J,"(2.5e+03,3.1e+03]",1
Cork,Maisonette,H,"(5.57e+03,6.56e+03]",1
Sligo,Maisonette,I,"(5.57e+03,6.56e+03]",1
Kerry,Maisonette,H,"[324,2.5e+03]",1
Kerry,Maisonette,J,"(4.22e+03,4.78e+03]",1
Westmeath,Maisonette,I,"(4.78e+03,5.57e+03]",1
Cork,Maisonette,H,"(4.78e+03,5.57e+03]",1
Kilkenny,Maisonette,I,"(3.1e+03,3.65e+03]",1
Galway,Maisonette,G,"(3.65e+03,4.22e+03]",1
Galway,Maisonette,J,"(3.1e+03,3.65e+03]",1
Donegal,Maisonette,H,"(2.5e+03,3.1e+03]",1
Tipperary,Maisonette,G,"[324,2.5e+03]",1
Limerick,Maisonette,G,"(3.65e+03,4.22e+03]",1
Limerick,Maisonette,I,"(2.5e+03,3.1e+03]",1
Kerry,Maisonette,H,"(3.1e+03,3.65e+03]",1
Mayo,Maisonette,I,"(4.78e+03,5.57e+03]",1
Tipperary,Maisonette,J,"(3.65e+03,4.22e+03]",1
Sligo,Maisonette,J,"(2.5e+03,3.1e+03]",1
Wicklow,Maisonette,G,"(2.5e+03,3.1e+03]",1
Galway,Maisonette,I,"(4.78e+03,5.57e+03]",1
Cork,Maisonette,H,"(3.1e+03,3.65e+03]",1
Waterford,Maisonette,J,"(4.78e+03,5.57e+03]",1
Dublin,Maisonette,G,"(5.57e+03,6.56e+03]",1
Galway,Maisonette,H,"(4.78e+03,5.57e+03]",1
Clare,Maisonette,I,"(5.57e+03,6.56e+03]",1
Galway,Maisonette,H,"(3.65e+03,4.22e+03]",1
Meath,Maisonette,J,"(6.56e+03,7.83e+03]",1
Galway,Maisonette,J,"(4.22e+03,4.78e+03]",1
Dublin,Maisonette,I,"(6.56e+03,7.83e+03]",1
Galway,Maisonette,G,"(4.78e+03,5.57e+03]",1
Cavan,Maisonette,J,"(6.56e+03,7.83e+03]",1
Galway,Maisonette,H,"(4.22e+03,4.78e+03]",1
Limerick,Maisonette,I,"(5.57e+03,6.56e+03]",1
Cork,Maisonette,G,"(6.56e+03,7.83e+03]",1
Roscommon,House,I,"(9.82e+03,3.55e+04]",1
Cork,House,H,"(4.78e+03,5.57e+03]",1
Offaly,House,H,"(7.83e+03,9.82e+03]",1
Monaghan,House,J,"(5.57e+03,6.56e+03]",1
Waterford,House,H,"(7.83e+03,9.82e+03]",1
Dublin,Apartment,G,"(3.65e+03,4.22e+03]",1
Cork,Apartment,I,"(5.57e+03,6.56e+03]",1
Wicklow,Ground-floor apartment,I,"(5.57e+03,6.56e+03]",1
Carlow,Ground-floor apartment,H,"(6.56e+03,7.83e+03]",1
Galway,Ground-floor apartment,I,"(5.57e+03,6.56e+03]",1
Kildare,Ground-floor apartment,H,"(3.1e+03,3.65e+03]",1
Kerry,Ground-floor apartment,H,"(4.78e+03,5.57e+03]",1
Tipperary,Ground-floor apartment,G,"(4.22e+03,4.78e+03]",1
Cork,Ground-floor apartment,F,"(4.22e+03,4.78e+03]",1
Clare,Ground-floor apartment,J,"(3.65e+03,4.22e+03]",1
Wexford,Ground-floor apartment,H,"(4.78e+03,5.57e+03]",1
Longford,Ground-floor apartment,I,"(3.65e+03,4.22e+03]",1
Clare,Ground-floor apartment,H,"(5.57e+03,6.56e+03]",1
Limerick,Ground-floor apartment,G,"(4.22e+03,4.78e+03]",1
Kerry,Ground-floor apartment,G,"(2.5e+03,3.1e+03]",1
Leitrim,Ground-floor apartment,I,"(3.65e+03,4.22e+03]",1
Mayo,Ground-floor apartment,H,"(5.57e+03,6.56e+03]",1
Waterford,End of terrace house,G,"(5.57e+03,6.56e+03]",1
Wexford,End of terrace house,G,"(3.1e+03,3.65e+03]",1
Galway,Mid-terrace house,I,"(7.83e+03,9.82e+03]",1
Dublin,Maisonette,J,"(4.78e+03,5.57e+03]",1
Cork,Apartment,J,"(4.22e+03,4.78e+03]",1
Sligo,Ground-floor apartment,J,"(4.78e+03,5.57e+03]",1
Cork,Maisonette,I,"(6.56e+03,7.83e+03]",1
Wicklow,Ground-floor apartment,H,"[324,2.5e+03]",1
Wicklow,Ground-floor apartment,I,"(4.22e+03,4.78e+03]",1
Louth,Semi-detached house,K,"(4.22e+03,4.78e+03]",1
Offaly,Detached house,F,"(3.65e+03,4.22e+03]",1
Kilkenny,Detached house,J,"(3.65e+03,4.22e+03]",1
Louth,Mid-terrace house,I,"(4.78e+03,5.57e+03]",1
Mayo,Maisonette,I,"(4.22e+03,4.78e+03]",1
Cork,Top-floor apartment,E,"(3.65e+03,4.22e+03]",1
Dublin,Top-floor apartment,D,"(4.22e+03,4.78e+03]",1
Limerick,Maisonette,A,"(3.65e+03,4.22e+03]",1
Cork,Top-floor apartment,C,"(4.22e+03,4.78e+03]",1
Dublin,Top-floor apartment,E,"(9.82e+03,3.55e+04]",1
Dublin,Maisonette,D,"(3.1e+03,3.65e+03]",1
Wicklow,Maisonette,J,"[324,2.5e+03]",1
Louth,Maisonette,K,"[324,2.5e+03]",1
Wexford,Top-floor apartment,H,"(3.65e+03,4.22e+03]",1
Waterford,Top-floor apartment,J,"(3.1e+03,3.65e+03]",1
Limerick,Top-floor apartment,H,"(3.65e+03,4.22e+03]",1
Louth,Top-floor apartment,H,"(3.1e+03,3.65e+03]",1
Waterford,Top-floor apartment,H,"[324,2.5e+03]",1
Louth,Top-floor apartment,H,"(2.5e+03,3.1e+03]",1
Louth,Top-floor apartment,J,"(2.5e+03,3.1e+03]",1
Sligo,Top-floor apartment,J,"(3.65e+03,4.22e+03]",1
Kildare,Top-floor apartment,H,"(4.22e+03,4.78e+03]",1
Kilkenny,Top-floor apartment,I,"(3.1e+03,3.65e+03]",1
Limerick,Top-floor apartment,I,"(4.78e+03,5.57e+03]",1
Cork,Top-floor apartment,I,"(3.1e+03,3.65e+03]",1
Clare,Top-floor apartment,J,"(3.1e+03,3.65e+03]",1
Carlow,Top-floor apartment,H,"(3.65e+03,4.22e+03]",1
Roscommon,Maisonette,J,"(3.1e+03,3.65e+03]",1
Wicklow,Maisonette,J,"(2.5e+03,3.1e+03]",1
Cork,Maisonette,J,"[324,2.5e+03]",1
Wicklow,Maisonette,I,"(2.5e+03,3.1e+03]",1
Louth,Top-floor apartment,K,"(4.22e+03,4.78e+03]",1
Limerick,Maisonette,H,"(3.1e+03,3.65e+03]",1
Galway,Top-floor apartment,G,"(3.1e+03,3.65e+03]",1
Carlow,Top-floor apartment,J,"(3.1e+03,3.65e+03]",1
Longford,Top-floor apartment,J,"(2.5e+03,3.1e+03]",1
Galway,Top-floor apartment,I,"(4.78e+03,5.57e+03]",1
Monaghan,Top-floor apartment,J,"(3.1e+03,3.65e+03]",1
Wicklow,Maisonette,H,"(5.57e+03,6.56e+03]",1
Wicklow,Maisonette,I,"(5.57e+03,6.56e+03]",1
Wicklow,Maisonette,I,"(4.22e+03,4.78e+03]",1
Leitrim,Apartment,H,"(3.1e+03,3.65e+03]",1
Dublin,Top-floor apartment,I,"(4.78e+03,5.57e+03]",1
Kerry,Top-floor apartment,J,"(4.22e+03,4.78e+03]",1
Cork,Top-floor apartment,J,"(4.22e+03,4.78e+03]",1
Galway,Mid-floor apartment,H,"[324,2.5e+03]",1
Galway,Apartment,J,"(4.22e+03,4.78e+03]",1
Waterford,Semi-detached house,B,"(4.22e+03,4.78e+03]",1
Kilkenny,Semi-detached house,E,"(7.83e+03,9.82e+03]",1
Kildare,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Galway,Semi-detached house,E,"(6.56e+03,7.83e+03]",1
Wicklow,Semi-detached house,B,"(5.57e+03,6.56e+03]",1
Tipperary,Semi-detached house,A,"(6.56e+03,7.83e+03]",1
Limerick,End of terrace house,E,"(6.56e+03,7.83e+03]",1
Meath,End of terrace house,D,"(9.82e+03,3.55e+04]",1
Monaghan,End of terrace house,D,"(5.57e+03,6.56e+03]",1
Tipperary,End of terrace house,D,"(4.78e+03,5.57e+03]",1
Cork,End of terrace house,C,"(4.22e+03,4.78e+03]",1
Louth,End of terrace house,D,"(4.78e+03,5.57e+03]",1
Galway,End of terrace house,D,"(7.83e+03,9.82e+03]",1
Donegal,End of terrace house,A,"(9.82e+03,3.55e+04]",1
Meath,End of terrace house,C,"(5.57e+03,6.56e+03]",1
Limerick,End of terrace house,B,"(9.82e+03,3.55e+04]",1
Cork,End of terrace house,B,"(7.83e+03,9.82e+03]",1
Limerick,End of terrace house,E,"(3.65e+03,4.22e+03]",1
Clare,End of terrace house,B,"(7.83e+03,9.82e+03]",1
Cork,End of terrace house,A,"(9.82e+03,3.55e+04]",1
Laois,End of terrace house,D,"(9.82e+03,3.55e+04]",1
Wexford,End of terrace house,D,"(7.83e+03,9.82e+03]",1
Wicklow,End of terrace house,E,"(7.83e+03,9.82e+03]",1
Louth,End of terrace house,D,"(6.56e+03,7.83e+03]",1
Dublin,End of terrace house,A,"(9.82e+03,3.55e+04]",1
Dublin,End of terrace house,A,"(4.78e+03,5.57e+03]",1
Dublin,End of terrace house,E,"(9.82e+03,3.55e+04]",1
Wicklow,Detached house,A,"(7.83e+03,9.82e+03]",1
Sligo,Detached house,C,"(7.83e+03,9.82e+03]",1
Dublin,Detached house,D,"(3.65e+03,4.22e+03]",1
Monaghan,Mid-terrace house,B,"(2.5e+03,3.1e+03]",1
Sligo,Mid-terrace house,A,"(4.78e+03,5.57e+03]",1
Wexford,Mid-terrace house,E,"(5.57e+03,6.56e+03]",1
Limerick,Mid-terrace house,B,"(5.57e+03,6.56e+03]",1
Kerry,Mid-terrace house,C,"(7.83e+03,9.82e+03]",1
Waterford,Mid-terrace house,A,"(9.82e+03,3.55e+04]",1
Clare,Mid-terrace house,D,"(7.83e+03,9.82e+03]",1
Tipperary,Mid-terrace house,D,"(9.82e+03,3.55e+04]",1
Monaghan,Mid-terrace house,B,"(9.82e+03,3.55e+04]",1
Wexford,Mid-terrace house,D,"(9.82e+03,3.55e+04]",1
Sligo,Mid-terrace house,B,"(6.56e+03,7.83e+03]",1
Galway,Mid-terrace house,E,"(7.83e+03,9.82e+03]",1
Waterford,Mid-terrace house,B,"(6.56e+03,7.83e+03]",1
Tipperary,Mid-terrace house,D,"(3.65e+03,4.22e+03]",1
Clare,Mid-terrace house,B,"(9.82e+03,3.55e+04]",1
Louth,Mid-terrace house,A,"(6.56e+03,7.83e+03]",1
Louth,Mid-terrace house,C,"(9.82e+03,3.55e+04]",1
Wexford,Mid-terrace house,A,"(6.56e+03,7.83e+03]",1
Limerick,Mid-terrace house,B,"(6.56e+03,7.83e+03]",1
Cork,Mid-terrace house,B,"(4.22e+03,4.78e+03]",1
Carlow,Mid-terrace house,E,"(5.57e+03,6.56e+03]",1
Cork,Mid-terrace house,A,"(3.65e+03,4.22e+03]",1
