row_id,upgrade,delta_CO2,rank,score
58,insulation_wall,625.93315192806,1,625.93315192806
58,insulation_roof,189.337302022154,2,189.337302022154
58,windows,35.5523318935393,3,35.5523318935393
59,windows,143.030590980546,1,143.030590980546
59,insulation_wall,127.680811712413,2,127.680811712413
59,insulation_roof,0,3,0
60,insulation_wall,339.621599317359,1,339.621599317359
60,insulation_roof,57.4259644216363,2,57.4259644216363
60,windows,57.1243027020146,3,57.1243027020146
61,insulation_wall,162.487824543809,1,162.487824543809
61,windows,61.1045156467462,2,61.1045156467462
61,insulation_roof,0,3,0
62,insulation_wall,632.471184580871,1,632.471184580871
62,insulation_roof,580.200878069949,2,580.200878069949
62,windows,0,3,0
