upgrade,n,mean_delta_co2,mean_euro_saved
insulation_wall,26115,254.656990461695,141.927025932182
insulation_roof,26115,114.015682062926,63.756263810626
windows,26115,90.4949660037818,53.2522355857699
heating_efficiency,26115,1.97921266920665,0.225678326842199
